date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1912-06-29,Sweden,Netherlands,3,4,Olympic Games,Stockholm,Sweden,False
1912-06-30,Finland,Russia,2,1,Olympic Games,Stockholm,Sweden,True
1912-06-30,Denmark,Norway,7,0,Olympic Games,Stockholm,Sweden,True
1912-06-30,Netherlands,Austria,3,1,Olympic Games,Stockholm,Sweden,True
1912-07-01,Austria,Norway,1,0,Olympic Games,Stockholm,Sweden,True
1912-07-01,Germany,Russia,16,0,Olympic Games,Stockholm,Sweden,True
1912-07-01,Sweden,Italy,0,1,Olympic Games,Stockholm,Sweden,False
1912-07-02,Denmark,Netherlands,4,1,Olympic Games,Stockholm,Sweden,True
1912-07-03,Hungary,Germany,3,1,Olympic Games,Stockholm,Sweden,True
1912-07-03,Austria,Italy,5,1,Olympic Games,Stockholm,Sweden,True
1912-07-03,Norway,Russia,2,1,Friendly,Stockholm,Sweden,True
1912-07-04,Netherlands,Finland,9,0,Olympic Games,Stockholm,Sweden,True
1912-07-05,Hungary,Austria,3,0,Olympic Games,Stockholm,Sweden,True
1912-07-12,Russia,Hungary,0,9,Friendly,Moscow,Russia,False
1912-07-14,Russia,Hungary,0,12,Friendly,Moscow,Russia,False
1912-08-15,Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False
1912-08-25,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1912-09-22,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1912-10-06,Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False
1912-10-06,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False
1912-11-03,Hungary,Austria,4,0,Friendly,Budapest,Hungary,False
1912-11-03,Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False
1912-11-17,Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False
1912-12-01,Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False
1912-12-01,Catalonia,France,1,0,Friendly,Barcelona,Spain,False
1912-12-22,Italy,Austria,1,3,Friendly,Genoa,Italy,False
1913-01-12,France,Italy,1,0,Friendly,Saint-Ouen-l'Aum척ne,France,False
1913-01-18,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False
1913-02-04,Philippines,China,2,1,Far Eastern Championship Games,Manila,Philippines,False
1913-02-15,Northern Ireland,England,2,1,British Home Championship,Belfast,Ireland,False
1913-02-16,Belgium,France,3,0,Friendly,Brussels,Belgium,False
1913-03-03,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False
1913-03-09,Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False
1913-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,False
1913-03-15,Northern Ireland,Scotland,1,2,British Home Championship,Dublin,Ireland,False
1913-03-17,England,Wales,4,3,British Home Championship,Bristol,England,False
1913-04-03,Jersey,Alderney,5,2,Muratti Vase,Guernsey,Guernsey,True
1913-04-05,England,Scotland,1,0,British Home Championship,London,England,False
1913-04-17,Jersey,Guernsey,2,4,Muratti Vase,Jersey,Jersey,False
1913-04-20,France,Luxembourg,8,0,Friendly,Saint-Ouen-l'Aum척ne,France,False
1913-04-20,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False
1913-04-27,Austria,Hungary,1,4,Friendly,Vienna,Austria,False
1913-05-01,Italy,Belgium,1,0,Friendly,Turin,Italy,False
1913-05-04,Russia,Sweden,1,4,Friendly,Moscow,Russia,False
1913-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False
1913-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False
1913-05-18,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False
1913-05-25,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False
1913-06-08,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False
1913-06-15,Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False
1913-06-15,Austria,Italy,2,0,Friendly,Vienna,Austria,False
1913-07-09,Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False
1913-08-15,Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False
1913-08-31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1913-09-14,Russia,Norway,1,1,Friendly,Moscow,Russia,False
1913-09-21,Chile,Argentina,0,2,Friendly,Vi챰a del Mar,Chile,False
1913-10-05,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False
1913-10-05,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1913-10-26,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False
1913-10-26,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False
1913-10-26,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False
1913-10-26,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False
1913-11-02,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False
1913-11-23,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False
1914-01-11,Italy,Austria,0,0,Friendly,Milan,Italy,False
1914-01-19,Wales,Northern Ireland,1,2,British Home Championship,Wrexham,Wales,False
1914-01-25,France,Belgium,4,3,Friendly,Lille,France,False
1914-02-08,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False
1914-02-14,England,Northern Ireland,0,3,British Home Championship,Middlesbrough,England,False
1914-02-28,Scotland,Wales,0,0,British Home Championship,Glasgow,Scotland,False
1914-03-08,France,Switzerland,2,2,Friendly,Saint-Ouen-l'Aum척ne,France,False
1914-03-14,Northern Ireland,Scotland,1,1,British Home Championship,Belfast,Ireland,False
1914-03-15,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False
1914-03-16,Wales,England,0,2,British Home Championship,Cardiff,Wales,False
1914-03-29,Italy,France,2,0,Friendly,Turin,Italy,False
1914-04-02,Guernsey,Alderney,4,0,Muratti Vase,Jersey,Jersey,True
1914-04-04,Scotland,England,3,1,British Home Championship,Glasgow,Scotland,False
1914-04-05,Italy,Switzerland,1,1,Friendly,Genoa,Italy,False
1914-04-05,Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False
1914-04-23,Guernsey,Jersey,2,1,Muratti Vase,Guernsey,Guernsey,False
1914-04-26,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False
1914-05-03,Austria,Hungary,2,0,Friendly,Vienna,Austria,False
1914-05-17,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False
1914-05-17,Switzerland,Italy,0,1,Friendly,Bern,Switzerland,False
1914-05-24,Sweden,Finland,4,3,Friendly,Solna,Sweden,False
1914-05-31,Hungary,France,5,1,Friendly,Budapest,Hungary,False
1914-06-21,Sweden,Hungary,1,1,Friendly,Solna,Sweden,False
1914-06-28,Norway,Sweden,0,1,Friendly,Kristiania,Norway,False
1914-07-05,Sweden,Russia,2,2,Friendly,Solna,Sweden,False
1914-07-12,Norway,Russia,1,1,Friendly,Kristiania,Norway,False
1914-08-30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1914-09-13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1914-09-20,Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False
1914-09-27,Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False
1914-10-04,Hungary,Austria,2,2,Friendly,Budapest,Hungary,False
1914-10-25,Sweden,Norway,7,0,Friendly,Solna,Sweden,False
1914-11-08,Austria,Hungary,1,2,Friendly,Vienna,Austria,False
1915-01-03,Basque Country,Catalonia,6,1,Friendly,Bilbao,Spain,False
1915-01-31,Italy,Switzerland,3,1,Friendly,Turin,Italy,False
1915-02-07,Catalonia,Basque Country,2,2,Friendly,Barcelona,Spain,False
1915-05-02,Hungary,Austria,2,5,Friendly,Budapest,Hungary,False
1915-05-13,Basque Country,Catalonia,1,0,Friendly,Madrid,Spain,False
1915-05-18,China,Philippines,0,0,Far Eastern Championship Games,Shanghai,China,False
1915-05-19,China,Philippines,1,0,Far Eastern Championship Games,Shanghai,China,False
1915-05-30,Austria,Hungary,1,2,Friendly,Vienna,Austria,False
1915-06-06,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False
1915-06-27,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False
1915-07-18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1915-08-15,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False
1915-09-12,Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False
1915-09-19,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False
1915-10-03,Austria,Hungary,4,2,Friendly,Vienna,Austria,False
1915-10-24,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False
1915-10-31,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False
1915-11-07,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False
1916-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False
1916-05-21,Catalonia,Basque Country,1,3,Friendly,Barcelona,Spain,False
1916-05-22,Catalonia,Basque Country,0,0,Friendly,Barcelona,Spain,False
1916-06-04,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False
1916-06-04,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False
1916-06-04,Basque Country,Catalonia,5,0,Friendly,Bilbao,Spain,False
1916-06-25,Norway,Denmark,0,2,Friendly,Kristiania,Norway,False
1916-07-02,Chile,Uruguay,0,4,Copa Am챕rica,Buenos Aires,Argentina,True
1916-07-02,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False
1916-07-06,Argentina,Chile,6,1,Copa Am챕rica,Buenos Aires,Argentina,False
1916-07-08,Brazil,Chile,1,1,Copa Am챕rica,Buenos Aires,Argentina,True
1916-07-10,Argentina,Brazil,1,1,Copa Am챕rica,Buenos Aires,Argentina,False
1916-07-12,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,False
1916-07-12,Brazil,Uruguay,1,2,Copa Am챕rica,Buenos Aires,Argentina,True
1916-07-14,Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,False
1916-07-17,Argentina,Uruguay,0,0,Copa Am챕rica,Avellaneda,Argentina,False
1916-07-18,Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,False
1916-08-15,Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,False
1916-08-15,Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,False
1916-08-20,Sweden,United States,2,3,Friendly,Stockholm,Sweden,False
1916-09-03,Norway,United States,1,1,Friendly,Kristiania,Norway,False
1916-10-01,Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,False
1916-10-01,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False
1916-10-01,Norway,Sweden,0,0,Friendly,Kristiania,Norway,False
1916-10-01,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1916-10-08,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False
1916-10-15,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False
1916-10-29,Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,False
1916-11-05,Austria,Hungary,3,3,Friendly,Vienna,Austria,False
1917-05-06,Austria,Hungary,1,1,Friendly,Vienna,Austria,False
1917-05-07,Japan,Philippines,2,15,Friendly,Tokyo,Japan,False
1917-05-09,Japan,China,0,5,Far Eastern Championship Games,Tokyo,Japan,False
1917-05-10,Japan,Philippines,2,15,Far Eastern Championship Games,Tokyo,Japan,False
1917-05-11,China,Philippines,3,0,Far Eastern Championship Games,Tokyo,Japan,True
1917-06-03,Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,False
1917-06-03,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False
1917-06-17,Norway,Denmark,1,2,Friendly,Kristiania,Norway,False
1917-07-15,Austria,Hungary,1,4,Friendly,Vienna,Austria,False
1917-07-18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1917-08-15,Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,False
1917-08-19,Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,False
1917-09-02,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False
1917-09-16,Norway,Sweden,0,2,Friendly,Kristiania,Norway,False
1917-09-30,Uruguay,Chile,4,0,Copa Am챕rica,Montevideo,Uruguay,False
1917-10-03,Argentina,Brazil,4,2,Copa Am챕rica,Montevideo,Uruguay,True
1917-10-06,Argentina,Chile,1,0,Copa Am챕rica,Montevideo,Uruguay,True
1917-10-07,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False
1917-10-07,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False
1917-10-07,Uruguay,Brazil,4,0,Copa Am챕rica,Montevideo,Uruguay,False
1917-10-12,Brazil,Chile,5,0,Copa Am챕rica,Montevideo,Uruguay,True
1917-10-14,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False
1917-10-14,Uruguay,Argentina,1,0,Copa Am챕rica,Montevideo,Uruguay,False
1917-10-16,Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,False
1917-11-04,Austria,Hungary,1,2,Friendly,Vienna,Austria,False
1917-12-23,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False
1917-12-26,Switzerland,Austria,3,2,Friendly,Z체rich,Switzerland,False
1918-04-14,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False
1918-05-09,Austria,Switzerland,5,1,Friendly,Vienna,Austria,False
1918-05-12,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False
1918-05-26,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False
1918-06-02,Austria,Hungary,0,2,Friendly,Vienna,Austria,False
1918-06-02,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False
1918-06-16,Norway,Denmark,3,1,Friendly,Kristiania,Norway,False
1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1918-07-28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1918-08-15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1918-08-25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1918-09-15,Norway,Sweden,2,1,Friendly,Kristiania,Norway,False
1918-09-20,Uruguay,Argentina,1,1,Copa Lipton,Montevideo,Uruguay,False
1918-09-29,Argentina,Uruguay,2,0,Copa Newton,Buenos Aires,Argentina,False
1918-10-06,Austria,Hungary,0,3,Friendly,Vienna,Austria,False
1918-10-06,Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,False
1918-10-20,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,False
1919-03-09,Belgium,France,2,2,Friendly,Brussels,Belgium,False
1919-04-06,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False
1919-04-21,Guernsey,Jersey,2,0,Muratti Vase,Guernsey,Guernsey,False
1919-05-11,Brazil,Chile,6,0,Copa Am챕rica,Rio de Janeiro,Brazil,False
1919-05-11,Paraguay,Argentina,1,5,Friendly,Asunci처n,Paraguay,False
1919-05-12,Philippines,China,0,2,Far Eastern Championship Games,Manila,Philippines,False
1919-05-13,Argentina,Uruguay,2,3,Copa Am챕rica,Rio de Janeiro,Brazil,True
1919-05-13,Philippines,China,2,1,Far Eastern Championship Games,Manila,Philippines,False
1919-05-15,Paraguay,Argentina,0,3,Friendly,Asunci처n,Paraguay,False
1919-05-15,Philippines,China,1,2,Far Eastern Championship Games,Manila,Philippines,False
1919-05-17,Chile,Uruguay,0,2,Copa Am챕rica,Rio de Janeiro,Brazil,True
1919-05-18,Brazil,Argentina,3,1,Copa Am챕rica,Rio de Janeiro,Brazil,False
1919-05-21,Paraguay,Argentina,1,2,Friendly,Asunci처n,Paraguay,False
1919-05-22,Argentina,Chile,4,1,Copa Am챕rica,Rio de Janeiro,Brazil,True
1919-05-24,Paraguay,Argentina,1,2,Friendly,Asunci처n,Paraguay,False
1919-05-26,Brazil,Uruguay,2,2,Copa Am챕rica,Rio de Janeiro,Brazil,False
1919-05-29,Brazil,Uruguay,1,0,Copa Am챕rica,Rio de Janeiro,Brazil,False
1919-05-29,Sweden,Finland,1,0,Friendly,Stockholm,Sweden,False
1919-06-01,Brazil,Argentina,3,3,Friendly,Rio de Janeiro,Brazil,False
1919-06-05,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False
1919-06-09,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,False
1919-06-12,Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,False
1919-06-24,France,Romania,4,0,Inter-Allied Games,Paris,France,False
1919-06-24,Czechoslovakia,Belgium,4,1,Inter-Allied Games,Paris,France,True
1919-06-25,Italy,Greece,9,0,Inter-Allied Games,Paris,France,True
1919-06-25,United States,Canada,5,4,Inter-Allied Games,Paris,France,True
1919-06-26,Italy,Romania,7,1,Inter-Allied Games,Paris,France,True
1919-06-26,France,Greece,11,0,Inter-Allied Games,Paris,France,False
1919-06-26,Czechoslovakia,United States,8,2,Inter-Allied Games,Paris,France,True
1919-06-26,Belgium,Canada,5,2,Inter-Allied Games,Paris,France,True
1919-06-28,Greece,Romania,3,2,Inter-Allied Games,Paris,France,True
1919-06-28,France,Italy,2,0,Inter-Allied Games,Paris,France,False
1919-06-28,Czechoslovakia,Canada,3,2,Inter-Allied Games,Paris,France,True
1919-06-28,Belgium,United States,7,0,Inter-Allied Games,Paris,France,True
1919-06-29,France,Czechoslovakia,2,3,Inter-Allied Games,Paris,France,False
1919-06-29,Norway,Sweden,4,3,Friendly,Kristiania,Norway,False
1919-07-18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1919-08-24,Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,False
1919-08-24,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,False
1919-08-31,Norway,Netherlands,1,1,Friendly,Oslo,Norway,False
1919-09-07,Argentina,Uruguay,1,2,Copa Lipton,Buenos Aires,Argentina,False
1919-09-14,Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,False
1919-09-21,Norway,Denmark,3,2,Friendly,Kristiania,Norway,False
1919-09-28,Finland,Sweden,3,3,Friendly,Helsinki,Finland,False
1919-10-05,Austria,Hungary,2,0,Friendly,Vienna,Austria,False
1919-10-12,Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,False
1919-10-19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1919-10-25,Northern Ireland,England,1,1,British Home Championship,Belfast,Ireland,False
1919-11-09,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False
1919-12-07,Uruguay,Argentina,4,2,Friendly,Montevideo,Uruguay,False
1920-01-18,Italy,France,9,4,Friendly,Milan,Italy,False
1920-02-14,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False
1920-02-26,Wales,Scotland,1,1,British Home Championship,Cardiff,Wales,False
1920-02-29,Switzerland,France,0,2,Friendly,Geneva,Switzerland,False
1920-03-13,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False
1920-03-15,England,Wales,1,2,British Home Championship,London,England,False
1920-03-28,France,Belgium,2,1,Friendly,Paris,France,False
1920-03-28,Switzerland,Italy,3,0,Friendly,Bern,Switzerland,False
1920-04-05,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False
1920-04-10,England,Scotland,5,4,British Home Championship,Sheffield,England,False
1920-04-15,Guernsey,Jersey,1,0,Muratti Vase,Guernsey,Guernsey,False
1920-04-29,Alderney,Guernsey,1,0,Muratti Vase,Jersey,Jersey,True
1920-05-02,Austria,Hungary,2,2,Friendly,Vienna,Austria,False
1920-05-13,Italy,Netherlands,1,1,Friendly,Genoa,Italy,False
1920-05-16,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,False
1920-05-30,Sweden,Finland,4,0,Friendly,Stockholm,Sweden,False
1920-06-06,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,False
1920-06-13,Norway,Denmark,1,1,Friendly,Kristiania,Norway,False
1920-06-27,Norway,Sweden,0,3,Friendly,Kristiania,Norway,False
1920-06-27,Switzerland,Germany,4,1,Friendly,Z체rich,Switzerland,False
1920-07-18,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
1920-07-25,Argentina,Uruguay,1,3,Copa Newton,Buenos Aires,Argentina,False
1920-08-08,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
1920-08-28,Czechoslovakia,Yugoslavia,7,0,Olympic Games,Antwerp,Belgium,True
1920-08-28,Spain,Denmark,1,0,Olympic Games,Brussels,Belgium,True
1920-08-28,Italy,Egypt,2,1,Olympic Games,Ghent,Belgium,True
1920-08-28,Netherlands,Luxembourg,3,0,Olympic Games,Brussels,Belgium,True
